key,source,target
298/1/337#0,Make eye level tilt horizontal to the canvas,Сделать наклон линии горизонта горизонтальным к холсту
298/1/338#0,Only snap to vanishing points with a guide line,Привязывать только к точкам схода с направляющей линией
298/1/339#0,Only snap to vanishing points with a guide line,Привязывать только к точкам схода с направляющей линией
298/1/340#0,Fisheye perspective,Перспектива «рыбий глаз»
298/1/341#0,Distorts the perspective ruler like a fisheye lens,Искажает линейку перспективы как объектив «рыбий глаз»
298/1/342#0,Distortion strength,Сила искажения
298/1/343#0,Adjust the strength of the distortion,Регулировать силу искажения
298/1/344#0,Field of view,Поле зрения
298/1/345#0,Set the field of view radius,Задать радиус поля зрения
298/1/346#0,Grid,Сетка
298/1/347#0,Show grid,Показать сетку
298/1/348#0,XY plane,Плоскость XY
298/1/349#0,YZ plane,Плоскость YZ
298/1/350#0,XZ plane,Плоскость XZ
298/1/351#0,Grid size,Размер сетки
298/1/352#0,Specify gap between grids,Указать промежуток между ячейками сетки
298/1/353#0,Focus lines,Линии фокуса
298/1/354#0,Speed lines,Линии скорости
298/1/355#0,Main color,Основной цвет
298/1/356#0,Set color of line,Задать цвет линии
298/1/357#0,Sub color,Дополнительный цвет
298/1/358#0,Change sub color for center fill or brush tips,Изменить дополнительный цвет для заливки центра или кончиков кисти
298/1/359#0,Angle,Угол
298/1/360#0,Change angle of drawing line,Изменить угол линии рисования
298/1/361#0,Fill center,Залить центр
298/1/362#0,Fill inside of drawing shape,Залить внутри рисуемой фигуры
298/1/363#0,Fill opacity,Непрозрачность заливки
298/1/364#0,Change opacity of fill area inside focus lines,Изменить непрозрачность области заливки внутри линий концентрации
298/1/365#0,Audio,Аудио
298/1/366#0,Start time,Время начала
